id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/fc828855-1f56-416b-b218-c45c9d8aa652,Adam J. Taliaferro,Democratic,3,lower,Adam J.,Taliaferro,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/taliaferro_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=372,http://www.njleg.state.nj.us/members/bio.asp?Leg=372;http://www.njleg.state.nj.us/downloads.asp,,,,,"199 East Broadway, 1st Floor, Suite G;Salem, NJ 08079",AsmTaliaferro@njleg.org,856-339-0808,,,,,
ocd-person/63b4dea8-52fa-4fb3-9725-fefd41a5dced,Amy H. Handlin,Republican,13,lower,Amy H.,Handlin,Female,,,,http://www.njleg.state.nj.us/members/memberphotos/handlin_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=254,http://www.njleg.state.nj.us/members/bio.asp?Leg=254;http://www.njleg.state.nj.us/downloads.asp,,,,,"225 Route 35, Suite 202;Red Bank, NJ 07701",AswHandlin@njleg.org,732-383-7820,,,,,
ocd-person/7782ffcd-73df-41b5-9857-fd7b10953bf3,Andrew Zwicker,Democratic,16,lower,Andrew,Zwicker,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/zwicker_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=386,http://www.njleg.state.nj.us/members/bio.asp?Leg=386;http://www.njleg.state.nj.us/downloads.asp,,,,,"1 Deer Park Drive, Suite D-1;Monmouth Junction, NJ 08852",AsmZwicker@njleg.org,732-823-1684,,,,,
ocd-person/d8c826c4-95c7-465b-8448-1f05495bfc45,Angela V. McKnight,Democratic,31,lower,Angela V.,McKnight,Female,,,,http://www.njleg.state.nj.us/members/memberphotos/mcknight_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=383,http://www.njleg.state.nj.us/members/bio.asp?Leg=383;http://www.njleg.state.nj.us/downloads.asp,,,,,"2324 John F. Kennedy Blvd.;Jersey City, NJ 07304",AswMcKnight@njleg.org,201-360-2502,,,,,
ocd-person/2845eb57-3b9a-4d8d-9ee3-55bda4967805,Angelica M. Jimenez,Democratic,32,lower,Angelica M.,Jimenez,Female,,,,http://www.njleg.state.nj.us/members/memberphotos/jimenez_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=344,http://www.njleg.state.nj.us/members/bio.asp?Leg=344;http://www.njleg.state.nj.us/downloads.asp,,,,,"5600 Kennedy Blvd., Suite 104;West New York, NJ 07093",AswJimenez@njleg.org,201-223-4247,,,,,
ocd-person/a0281bb5-d164-48ca-959b-4cb52e389cc7,Annette Chaparro,Democratic,33,lower,Annette,Chaparro,Female,,,,http://www.njleg.state.nj.us/members/memberphotos/chaparro_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=385,http://www.njleg.state.nj.us/members/bio.asp?Leg=385;http://www.njleg.state.nj.us/downloads.asp,,,,,"80 River St., 2nd Floor;Hoboken, NJ 07030",AswChaparro@njleg.org,201-683-7917,,,,,
ocd-person/ec370db8-c51e-4022-9868-5cad9c38e97d,Annette Quijano,Democratic,20,lower,Annette,Quijano,Female,,,,http://www.njleg.state.nj.us/members/memberphotos/quijano_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=309,http://www.njleg.state.nj.us/members/bio.asp?Leg=309;http://www.njleg.state.nj.us/downloads.asp,,,,,"1120 East Jersey Street;Elizabeth, NJ 07201",AswQuijano@njleg.org,908-327-9119,,,,,
ocd-person/f321f20f-b8af-4d0b-85ba-e7b8dcf9ae03,Anthony M. Bucco,Republican,25,lower,Anthony M.,Bucco,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/bucco_a_m_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=321,http://www.njleg.state.nj.us/members/bio.asp?Leg=321;http://www.njleg.state.nj.us/downloads.asp,,,,,"1040 Route 10 West, 1st Floor;Randolph, NJ 07869",AsmBucco@njleg.org,973-927-2526,,,,,
ocd-person/e4e95ef4-33eb-4b15-86fd-c87c3deeea3d,Anthony R. Bucco,Republican,25,upper,Anthony R.,Bucco,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/bucco_a_r_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=148,http://www.njleg.state.nj.us/members/bio.asp?Leg=148;http://www.njleg.state.nj.us/downloads.asp,,,,,"75 Bloomfield Ave., Suite 302, 3rd Floor;Denville, NJ 07834",SenBucco@njleg.org,973-627-9700,,,,,
ocd-person/c6d61a12-eeb5-4400-943d-68a81b0728f0,Anthony S. Verrelli,Democratic,15,lower,Anthony S.,Verrelli,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/verrelli_anthony_2018.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=416,http://www.njleg.state.nj.us/members/bio.asp?Leg=416;http://www.njleg.state.nj.us/downloads.asp,,,,,"144 West State St.;Trenton, NJ 08608",AsmVerrelli@njleg.org,609-571-9638,,,,,
ocd-person/18fa38fc-954e-43d9-a294-a2068828216e,Benjie E. Wimberly,Democratic,35,lower,Benjie E.,Wimberly,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/wimberly_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=347,http://www.njleg.state.nj.us/members/bio.asp?Leg=347;http://www.njleg.state.nj.us/downloads.asp,,,,,"301 Main St., Suite 360;Paterson, NJ 07505",AsmWimberly@njleg.org,973-925-7061,,,,,
ocd-person/8f64e662-f32e-4d21-ab61-333ec77c18c5,BettyLou DeCroce,Republican,26,lower,BettyLou,DeCroce,Female,,,,http://www.njleg.state.nj.us/members/memberphotos/decroce_betty_lou_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=355,http://www.njleg.state.nj.us/members/bio.asp?Leg=355;http://www.njleg.state.nj.us/downloads.asp,,,,,"90 East Halsey Road, Suite 380;Parsippany, NJ 07054",AswDeCroce@njleg.org,862-701-5156,,,,,
ocd-person/623725aa-b13f-4852-a43c-b782393d4418,Bob Andrzejczak,Democratic,1,lower,Bob,Andrzejczak,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/andrzejczak_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=357,http://www.njleg.state.nj.us/members/bio.asp?Leg=357;http://www.njleg.state.nj.us/downloads.asp,,,,,"School House Office Park, 211 S. Main St., Suite 104;Cape May Court House, NJ 08210",AsmAndrzejczak@njleg.org,609-465-0700,,,,,
ocd-person/177d44ba-0c93-4e26-b245-84aa2239f7b4,Bob Smith,Democratic,17,upper,Bob,Smith,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/smith_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=53,http://www.njleg.state.nj.us/members/bio.asp?Leg=53;http://www.njleg.state.nj.us/downloads.asp,,,,,"216 Stelton Rd., Suite E-5;Piscataway, NJ 08854",SenSmith@njleg.org,732-752-0770,,,,,
ocd-person/d6731a7f-a22e-48dd-8bba-fd2c155c16c3,Brian E. Rumpf,Republican,9,lower,Brian E.,Rumpf,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/rumpf_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=228,http://www.njleg.state.nj.us/members/bio.asp?Leg=228;http://www.njleg.state.nj.us/downloads.asp,,,,,"620 West Lacey Rd.;Forked River, NJ 08731",AsmRumpf@njleg.org,609-693-6700,,,,,
ocd-person/6f616307-dafe-44ca-a6b3-5f9516d21f89,Brian P. Stack,Democratic,33,upper,Brian P.,Stack,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/stack_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=306,http://www.njleg.state.nj.us/members/bio.asp?Leg=306;http://www.njleg.state.nj.us/downloads.asp,,,,,"411 Palisade Ave.;Jersey City, NJ 07307",SenStack@njleg.org,201-721-5263,,,,,
ocd-person/707e3027-d06f-4346-8c11-3ff1becbe725,Britnee N. Timberlake,Democratic,34,lower,Britnee N.,Timberlake,Female,,,,http://www.njleg.state.nj.us/members/memberphotos/timberlake_britnee_2018.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=407,http://www.njleg.state.nj.us/members/bio.asp?Leg=407;http://www.njleg.state.nj.us/downloads.asp,,,,,"15-33 Halsted St., Suite 202;East Orange, NJ 07018",AswTimberlake@njleg.org,973-395-1166,,,,,
ocd-person/c33b5f2b-0494-414f-aa84-d2286ae46095,Carol A. Murphy,Democratic,7,lower,Carol A.,Murphy,Female,,,,http://www.njleg.state.nj.us/members/memberphotos/murphy_carol_2017.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=397,http://www.njleg.state.nj.us/members/bio.asp?Leg=397;http://www.njleg.state.nj.us/downloads.asp,,,,,"504 Route 130 North, Suite 100;Cinnaminson, NJ 08077",AswMurphy@njleg.org,856-735-5334,,,,,
ocd-person/30a41595-e0b5-403a-a7cc-568983f8e327,Chris A. Brown,Republican,2,upper,Chris A.,Brown,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/brown_chris_2017.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=393,http://www.njleg.state.nj.us/members/bio.asp?Leg=393;http://www.njleg.state.nj.us/downloads.asp,,,,,"2021 New Rd., Suite 24;Linwood, NJ 08221",SenBrown@njleg.org,609-677-8266,,,,,
ocd-person/125d0bd2-b94d-4278-8412-6e581514210b,Christopher Bateman,Republican,16,upper,Christopher,Bateman,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/bateman_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=304,http://www.njleg.state.nj.us/members/bio.asp?Leg=304;http://www.njleg.state.nj.us/downloads.asp,,,,,"36 East Main St.;Somerville, NJ 08876",SenBateman@njleg.org,908-526-3600,,,,,
ocd-person/1ebbb9b9-1582-4b52-9c6f-41b112fec666,Christopher J. Connors,Republican,9,upper,Christopher J.,Connors,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/connors_chris_color.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=300,http://www.njleg.state.nj.us/members/bio.asp?Leg=300;http://www.njleg.state.nj.us/downloads.asp,,,,,"620 West Lacey Rd.;Forked River, NJ 08731",SenConnors@njleg.org,609-693-6700,,,,,
ocd-person/33050562-f29d-4c4f-9e21-022822792a5c,Christopher P. DePhillips,Republican,40,lower,Christopher P.,DePhillips,Male,,,,http://www.njleg.state.nj.us/members/memberphotos/dephillips_christopher_2017.jpg,http://www.njleg.state.nj.us/members/bio.asp?Leg=404,http://www.njleg.state.nj.us/members/bio.asp?Leg=404;http://www.njleg.state.nj.us/downloads.asp,,,,,"201C Franklin Ave.;Midland Park, NJ 07432",AsmDePhillips@njleg.org,201-444-9719,,,,,
