id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/e7f7a316-4eb0-4be9-adf9-e7067b20dcfc,Adam Bowling,Republican,87,lower,,,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/house87.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=87,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=87,"702 Capital Ave;Annex Room 416B;Frankfort, KY 40601",adam.bowling@lrc.ky.gov,502-564-8100 ext. 664,,,,,,,,,
ocd-person/3414197e-5823-4606-8bda-85a7d2b30895,Adam Koenig,Republican,69,lower,Adam,Koenig,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/house69.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=69,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=69,"702 Capital Ave;Annex Room 367A;Frankfort, KY 40601",Adam.Koenig@lrc.ky.gov,502-564-8100 ext. 689,,,,,,,,,
ocd-person/dfaa3769-decc-4c1c-9c0b-7195153ab6c8,Al Gentry,Democratic,46,lower,Al,Gentry,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/house46.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=46,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=46,"702 Capital Ave;Annex Room 432D;Frankfort, KY 40601",Al.Gentry@lrc.ky.gov,502-564-8100 ext. 699,,,,,,,,,
ocd-person/20725674-e107-443e-801f-858e40407e85,Albert Robinson,Republican,21,upper,Albert,Robinson,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/senate121.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=121,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=121,"702 Capital Ave;Annex Room 228;Frankfort, KY 40601",Albert.Robinson@lrc.ky.gov,502-564-8100 ext. 604,,,,,,,,,
ocd-person/ab143215-1511-4d9b-bdd8-dfb298768770,Alice Forgy Kerr,Republican,12,upper,Alice Forgy,Kerr,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/senate112.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=112,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=112,"702 Capital Ave;Annex Room 203;Frankfort, KY 40601",Alice.Kerr@lrc.ky.gov,502-564-8100 ext. 625,,,,,,,,,
ocd-person/7fd1a63f-0224-4f73-93da-c13fb4121712,Angie Hatton,Democratic,94,lower,Angie,Hatton,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/house94.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=94,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=94,"702 Capital Ave;Annex Room 429I;Frankfort, KY 40601",Angie.Hatton@lrc.ky.gov,502-564-8100 ext. 669,,,,,,,,,
ocd-person/6bc2a8c3-3370-4586-b0b7-a5028f336d12,Ashley Tackett Laferty,Democratic,95,lower,,,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/house95.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=95,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=95,"702 Capital Ave;Annex Room 432F;Frankfort, KY 40601",ashley.tackettlaferty@lrc.ky.gov,502-564-8100 ext. 636,,,,,,,,,
ocd-person/81cbf001-e7a3-4b42-a581-e4d8f3c2b524,Attica Scott,Democratic,41,lower,Attica,Scott,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/house41.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=41,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=41,"702 Capital Ave;Annex Room 432C;Frankfort, KY 40601",Attica.Scott@lrc.ky.gov,502-564-8100 ext. 606,,,,,,,,,
ocd-person/610ebbad-7dee-4081-948f-775d82ce129b,Bart Rowland,Republican,21,lower,Bart,Rowland,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/house21.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=21,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=21,"702 Capital Ave;Annex Room 416D;Frankfort, KY 40601",bart.rowland@lrc.ky.gov,502-564-8100 ext. 613,,,,,,,,,
ocd-person/22e056d2-728a-425a-a0a1-19e0e5cc59cb,Bobby McCool,Republican,97,lower,,,,,,,https://legislature.ky.gov/Legislators%20Full%20Res%20Images/house97.jpg,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=97,https://legislature.ky.gov/Legislators/Pages/Legislator-Profile.aspx?DistrictNumber=97,"702 Capital Ave;Annex Room 413C;Frankfort, KY 40601",bobby.mccool@lrc.ky.gov,502-564-8100 ext. 621,,,,,,,,,
